Model,Manufacturer,Length (m),Width (m),Height (m),Area (m^2),"Cooling capacity (stated, kW)","Cooling capacity (central estimate, kW)",Source,Link,Spot check,Notes,Fan Diameter (m),Number of Fans,Fan estimate diameter (m),Type,Motor Horsepower
NC8402Q-1,SPX Cooling Technologies,4.32,2.56,4.5,11.05,1266.1 - 1354.0,1310.1,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,20.0
NC8403N-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1305.6 - 1406.8,1356.3,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,10.0
GT-20 300 Ton,Aggreko,6.1,2.44,2.9,14.88,1318.9,1318.9,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-20-300-ton,,,,,2.318,,
NX1025N-1,SPX Cooling Technologies,3.49,4.5,,15.74,1336.4,1336.4,"NX cooling tower engineering data (sea_NX-TS-23, 1/2023), NX1000 table (p.7)",https://spxcooling.com,,,,,3.3155,,
TMX 1 Cell,Delta Cooling Towers,6.25,2.59,,16.19,1358.8 - 2637.5,1998.1,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,"Correct, a range of capacity is given in tons.",,,,2.4604999999999997,,
NX1020Q-1,SPX Cooling Technologies,2.81,4.13,,11.6,1393.5,1393.5,"NX cooling tower engineering data (sea_NX-TS-23, 1/2023), NX1000 table (p.7)",https://spxcooling.com,,,,,2.6694999999999998,,
NC8405M-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,1398.0 - 1459.5,1428.8,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,7.5
NC8407K-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,1406.8 - 1450.8,1428.8,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,5.0
NC8403P-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1446.4 - 1595.9,1521.1,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,15.0
NX1025P-1,SPX Cooling Technologies,3.49,4.5,,15.74,1481.5,1481.5,"NX cooling tower engineering data (sea_NX-TS-23, 1/2023), NX1000 table (p.7)",https://spxcooling.com,,,,,3.3155,,
AT 214-2H14,Evapco,4.6,4.26,3.93,19.6,1503.5,1503.5,p.13,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.047,,
NC8405N-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,1556.3 - 1622.3,1589.3,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,10.0
NX2030P-1,SPX Cooling Technologies,3.47,5.54,,19.23,1560.6,1560.6,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.2965,,
NC8407M-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,1604.6 - 1670.6,1637.6,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,7.5
NC8403Q-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1626.6 - 1749.8,1688.1,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,20.0
NX1025Q-1,SPX Cooling Technologies,3.49,4.5,,15.74,1635.4,1635.4,"NX cooling tower engineering data (sea_NX-TS-23, 1/2023), NX1000 table (p.7)",https://spxcooling.com,,,,,3.3155,,
NX2030Q-1,SPX Cooling Technologies,3.47,5.54,,19.23,1710.1,1710.1,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.2965,,
NC8403R-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1718.9 - 1855.3,1787.1,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,25.0
GT-20 400-ton,Aggreko,6.1,2.44,,14.88,1758.8,1758.8,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-20-400-ton,"Correct. 400 refrigerant tons * 3.51685 ~= 1407 kW, 8ft ~= 2.44m",,,,2.318,,
NC8407N-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,1762.9 - 1837.6,1800.3,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,10.0
NC8405P-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,1771.8 - 1846.4,1809.0,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,15.0
NX2030R-1,SPX Cooling Technologies,3.47,5.54,,19.23,1824.4,1824.4,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.2965,,
NC8409M-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,1833.3 - 1877.3,1855.3,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,7.5
NC8403S-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1846.4 - 1951.9,1899.1,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,30.0
NX2030S-1,SPX Cooling Technologies,3.47,5.54,,19.23,1921.1,1921.1,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.2965,,
NC8405Q-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,1943.1 - 2026.6,1984.9,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,20.0
NX2040P-1,SPX Cooling Technologies,3.64,5.8,,21.11,1965.0,1965.0,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.4579999999999997,,
NC8403T-1,SPX Cooling Technologies,5.54,2.56,5.01,14.17,1969.5 - 2119.0,2044.3,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.13,1.0,2.13,Wet,40.0
NC8407P-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2013.5 - 2092.6,2053.0,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,15.0
NC8409N-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,2017.9 - 2075.0,2046.5,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,10.0
NC8405R-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,2061.9 - 2158.5,2110.3,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,25.0
NX2040Q-1,SPX Cooling Technologies,3.64,5.8,,21.11,2158.5,2158.5,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.4579999999999997,,
NC8405S-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,2158.5 - 2255.3,2206.9,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,30.0
NC8407Q-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2180.5 - 2272.9,2226.8,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,20.0
NC8410N-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,2189.4 - 2294.9,2242.1,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,10.0
GT-40 500 Ton,Aggreko,12.19,2.44,2.9,29.74,2198.1,2198.1,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-40-500-ton,,,,,2.318,,
GT-20 500-ton,Aggreko,6.1,2.44,,14.88,2198.8,2198.8,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-20-500-ton,,,,,2.318,,
NX2040R-1,SPX Cooling Technologies,3.64,5.8,,21.11,2303.5,2303.5,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.4579999999999997,,
NC8409P-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,2303.6 - 2365.1,2334.4,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,15.0
NC8407R-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2343.3 - 2439.9,2391.5,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,25.0
NC8405T-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,2369.6 - 2439.9,2404.8,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,40.0
NC8411N-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,2400.4 - 2527.9,2464.1,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,10.0
NX2040S-1,SPX Cooling Technologies,3.64,5.8,,21.11,2426.6,2426.6,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.4579999999999997,,
NC8407S-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2470.8 - 2571.8,2521.3,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,30.0
NC8405U-1,SPX Cooling Technologies,6.07,3.02,5.01,18.31,2488.3 - 2598.1,2543.3,pg. 5,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,2.74,1.0,2.74,Wet,50.0
NC8410P-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,2488.3 - 2607.0,2547.6,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,15.0
NC8409Q-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,2527.9 - 2598.1,2563.0,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,20.0
NX2050Q-1,SPX Cooling Technologies,3.9,6.05,,23.56,2532.1,2532.1,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.7049999999999996,,
GT-40 600 Ton,Aggreko,12.19,2.44,2.9,29.74,2637.8,2637.8,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-40-600-ton,,,,,2.318,,
NC8413N-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,2655.4 - 2844.4,2749.9,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,10.0
TMX 2 Cells,Delta Cooling Towers,6.25,5.21,,32.56,2656.3 - 5152.5,3904.4,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,,,,,4.9495,,
NC8407T-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2694.9 - 2804.8,2749.9,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,40.0
NX2050R-1,SPX Cooling Technologies,3.9,6.05,,23.56,2699.1,2699.1,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.7049999999999996,,
NC8411P-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,2703.8 - 2862.0,2782.9,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,15.0
NC8409R-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,2712.5 - 2787.3,2749.9,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,25.0
NC8410Q-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,2725.6 - 2875.1,2800.4,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,20.0
NX2060Q-1,SPX Cooling Technologies,4.14,6.3,,26.1,2800.3,2800.3,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.9329999999999994,,
NX2050S-1,SPX Cooling Technologies,3.9,6.05,,23.56,2839.9,2839.9,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.7049999999999996,,
NC8409S-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,2857.6 - 2923.5,2890.5,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,30.0
AT 214-4M14,Evapco,4.6,4.26,4.54,19.6,2892.6,2892.6,p.13,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.047,,
NC8407U-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,2892.8 - 3002.6,2947.6,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,50.0
NC8410R-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,2923.5 - 3073.0,2998.3,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,25.0
NC8411Q-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,2954.3 - 3121.4,3037.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,20.0
NX2060R-1,SPX Cooling Technologies,4.14,6.3,,26.1,2989.4,2989.4,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.9329999999999994,,
NC8413P-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,2989.5 - 3231.3,3110.4,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,15.0
NC8407V-1,SPX Cooling Technologies,6.4,3.63,5.02,23.21,3033.4 - 3125.8,3079.6,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.05,1.0,3.05,Wet,60.0
GT-40 700 Ton,Aggreko,12.19,2.44,2.9,29.74,3077.4,3077.4,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-40-700-ton,,,,,2.318,,
NC8412P-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,3077.4 - 3240.0,3158.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,15.0
NC8410S-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,3090.6 - 3248.9,3169.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,30.0
NC8409T-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,3099.4 - 3178.5,3138.9,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,40.0
NX2060S-1,SPX Cooling Technologies,4.14,6.3,,26.1,3152.0,3152.0,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.9329999999999994,,
NC8411R-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,3152.1 - 3345.5,3248.9,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,25.0
NC8413Q-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,3248.9 - 3464.3,3356.5,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,20.0
NC8409U-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,3310.4 - 3389.5,3350.0,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,50.0
NC8411S-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,3332.4 - 3512.6,3422.5,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,30.0
NC8414P-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,3345.5 - 3543.4,3444.5,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,15.0
NC8412Q-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,3354.4 - 3512.6,3433.5,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,20.0
NC8410T-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,3354.4 - 3525.8,3440.1,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,40.0
NX2060T-1,SPX Cooling Technologies,4.14,6.3,,26.1,3464.1,3464.1,p.9,https://spxcooling.com/wp-content/uploads/sea_NX-TS-23.pdf,,,,,3.9329999999999994,,
NC8409V-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,3464.3 - 3543.4,3503.8,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,60.0
NC8413R-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,3477.4 - 3714.9,3596.1,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,25.0
GT-40 800 Ton,Aggreko,12.19,2.44,,29.74,3517.0,3517.0,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-40-800-ton,,,,,2.318,,
NC8410U-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,3574.1 - 3763.3,3668.6,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,50.0
NC8412R-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,3578.5 - 3754.4,3666.5,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,25.0
NC8411T-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,3635.8 - 3820.4,3728.0,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,40.0
NC8414Q-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,3635.8 - 3851.1,3743.4,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,20.0
NC8409W-1,SPX Cooling Technologies,6.83,4.24,5.02,28.94,3644.5 - 3728.0,3686.3,pg. 7,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,75.0
NC8413S-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,3666.5 - 3912.6,3789.6,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,30.0
NC8410V-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,3750.0 - 3956.6,3853.4,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,60.0
NC8412S-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,3776.4 - 3961.0,3868.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,30.0
NC8411U-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,3877.5 - 4079.8,3978.6,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,50.0
NC8414R-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,3881.9 - 4101.8,3991.8,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,25.0
NC8410W-1,SPX Cooling Technologies,6.83,3.63,6.25,24.77,3939.0 - 4106.1,4022.6,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,75.0
NC8413T-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,3978.6 - 4264.4,4121.5,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,40.0
NC8414S-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,4084.1 - 4321.5,4202.9,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,30.0
NC8411V-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,4088.5 - 4321.5,4205.0,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,60.0
NC8412T-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,4114.9 - 4317.1,4216.0,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,40.0
NC8413U-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,4224.8 - 4497.4,4361.1,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,50.0
NC8411W-1,SPX Cooling Technologies,6.83,3.63,7.11,24.77,4325.9 - 4580.9,4453.4,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,75.0
GT-40 1000-ton,Aggreko,12.19,2.44,,29.74,4396.3,4396.3,Aggreko product page,https://www.aggreko.com/en-us/products/hvac/cooling/cooling-towers/cooling-tower-gt-40-1000-ton,,,,,2.318,,
NC8412U-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,4400.6 - 4594.1,4497.4,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,50.0
NC8414T-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,4444.6 - 4739.1,4591.9,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,40.0
NC8413V-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,4449.0 - 4730.4,4589.6,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,60.0
TMX 3 Cells,Delta Cooling Towers,6.25,7.86,,49.13,4523.8 - 7566.3,6045.0,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,,,,,5.9375,,
NC8412V-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,4629.3 - 4840.3,4734.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,60.0
NC8413W-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,4717.1 - 5011.8,4864.5,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,75.0
NC8414U-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,4840.3 - 5104.0,4972.1,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,50.0
NC8412W-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,4945.8 - 5165.6,5055.8,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,75.0
NC8413X-1,SPX Cooling Technologies,6.83,3.63,8.26,24.77,5051.3 - 5359.0,5205.1,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.35,1.0,3.35,Wet,100.0
NC8414V-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,5073.3 - 5341.5,5207.4,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,60.0
NC8412X-1,SPX Cooling Technologies,6.83,4.24,7.11,28.94,5275.5 - 5521.8,5398.6,pg. 9,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,100.0
NC8414W-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,5332.6 - 5719.5,5526.1,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,75.0
NC8414X-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,5693.1 - 6000.9,5847.0,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,100.0
NC8422R-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,5763.5,5763.5,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,25.0
TMX 4 Cells,Delta Cooling Towers,6.25,10.45,,65.31,5930.0 - 9917.5,7923.8,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,,,,,5.9375,,
NC8422S-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,6080.0,6080.0,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,30.0
NC8414Y-1,SPX Cooling Technologies,6.83,4.24,8.26,28.94,6154.8 - 6537.3,6346.0,pg. 11,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,3.66,1.0,3.66,Wet,125.0
NC8422T-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,6550.4,6550.4,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,40.0
NC8422U-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,7012.0,7012.0,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,50.0
TMX 5 Cells,Delta Cooling Towers,6.25,13.08,,81.75,7253.8 - 12133.8,9693.8,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,,,,,5.9375,,
NC8422V-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,7420.9,7420.9,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,60.0
NC8422W-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,7957.3,7957.3,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,75.0
TMX 6 Cells,Delta Cooling Towers,6.25,15.7,,98.13,8542.5 - 14292.5,11417.5,TMX series page,https://deltacooling.com/products/cooling-towers/TMX-induced-draft-tower,,,,,5.9375,,
NC8422X-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,8647.4,8647.4,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,100.0
AT 214-5K52,Evapco,15.75,4.25,6.79,66.93,8664.6,8664.6,p.73,https://www.evapco.com/sites/evapco.com/files/2025-07/AT25ENG_WEB.pdf,,,,,4.0375,,
NC8422Y-1,SPX Cooling Technologies,9.09,6.83,8.26,62.13,9144.3,9144.3,pg. 12,https://spxcooling.com/wp-content/uploads/TECH-NC-23.pdf,,,5.79,1.0,5.79,Wet,125.0
